City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Santa Cruz De Tenerife,ES,28.4682,-16.2546,79.88,81,40,18.41,scattered clouds
333,Port Hardy,CA,50.6996,-127.4199,59.18,100,100,2.3,fog
334,Sehithwa,BW,-20.4667,22.7167,70.63,10,68,2.04,broken clouds
335,Oyon,PE,-10.6681,-76.7731,62.74,20,14,4.43,few clouds
336,Banda Aceh,ID,5.5577,95.3222,79.7,83,53,7.76,broken clouds
337,Durban,ZA,-29.8579,31.0292,66.02,77,66,3.0,broken clouds
338,Lompoc,US,34.6391,-120.4579,84.69,68,0,13.8,clear sky
339,Teya,RU,60.3778,92.6267,48.0,97,97,2.33,overcast clouds
340,Abu Samrah,SY,35.3029,37.1841,84.47,36,0,10.65,clear sky
341,Simplicio Mendes,BR,-7.8539,-41.9103,93.02,25,0,9.44,clear sky
342,Hirara,JP,24.8,125.2833,85.24,77,66,21.63,broken clouds
343,Pringsewu,ID,-5.3582,104.9744,72.12,96,9,1.43,clear sky
344,Rawalpindi,PK,33.6007,73.0679,83.23,77,20,2.15,few clouds
345,Mtama,TZ,-10.3,39.3667,70.09,93,16,5.75,few clouds
346,Karratha,AU,-20.7377,116.8463,71.02,28,31,17.36,scattered clouds
347,Kapoeta,SS,4.7717,33.5903,79.32,50,44,1.86,scattered clouds
348,Maldonado,UY,-34.6667,-54.9167,49.39,61,8,21.0,clear sky
349,Nyagan,RU,62.1406,65.3936,51.49,81,100,3.94,overcast clouds
350,Kimparana,ML,12.8347,-4.9244,85.03,60,82,10.51,broken clouds
351,Bereda,ES,43.2686,-7.5406,68.41,64,1,5.84,clear sky
352,Gimli,CA,50.6336,-96.9907,65.8,91,100,6.44,overcast clouds
353,Saurimo,AO,-9.6608,20.3916,75.33,21,34,1.16,scattered clouds
354,Touros,BR,-5.1989,-35.4608,82.11,62,22,19.73,few clouds
355,Mazamari,PE,-11.3258,-74.5308,91.27,42,65,4.23,broken clouds
356,San Cristobal,VE,7.7669,-72.225,84.38,33,0,8.72,clear sky
357,Katsuura,JP,35.1333,140.3,76.84,88,0,11.34,clear sky
358,Mnogovershinnyy,RU,53.9353,139.9242,55.36,91,64,4.7,broken clouds
359,Eydhafushi,MV,5.1033,73.0708,80.55,77,29,5.17,scattered clouds
360,Klitos,GR,40.4333,21.8667,81.32,26,0,3.44,clear sky
361,Tahe,CN,52.3333,124.7333,51.21,88,97,2.3,overcast clouds
362,Qiongshan,CN,20.0058,110.3542,78.78,94,0,2.24,clear sky
363,Kota Bahru,MY,6.1333,102.2386,76.95,94,20,0.0,few clouds
364,Olinda,BR,-8.0089,-34.8553,82.13,61,40,14.97,scattered clouds
365,Vilyuysk,RU,63.7553,121.6247,50.95,97,100,2.68,light rain
366,Nishihara,JP,26.1842,127.7558,84.25,81,20,17.27,few clouds
367,Belyy Yar,RU,53.6039,91.3903,47.86,75,0,0.0,clear sky
368,Oistins,BB,13.0667,-59.5333,87.89,66,40,14.97,scattered clouds
369,Half Moon Bay,US,37.4636,-122.4286,84.88,73,40,6.91,scattered clouds
370,Tonj,SS,7.2737,28.6822,71.82,96,48,4.65,moderate rain
371,Hamilton,US,39.1834,-84.5333,84.74,51,40,4.61,scattered clouds
372,Karpathos,GR,35.507,27.2132,78.76,78,20,23.02,few clouds
373,Chuy,UY,-33.6971,-53.4616,51.58,53,29,16.82,scattered clouds
374,Finschhafen,PG,-6.6024,147.8681,77.63,84,72,5.44,broken clouds
375,Price,US,39.5994,-110.8107,85.12,32,0,3.44,clear sky
376,Mehamn,NO,71.0357,27.8492,49.91,73,32,5.57,scattered clouds
377,Saint-Leu,RE,-21.15,55.2833,68.83,71,6,1.92,clear sky
378,Beringovskiy,RU,63.05,179.3167,46.42,69,77,17.47,broken clouds
379,Flin Flon,CA,54.7682,-101.865,76.84,57,40,5.75,smoke
380,Manaure,CO,11.7751,-72.4445,91.44,44,0,19.6,clear sky
381,Caxito,AO,-8.5785,13.6643,71.42,75,8,7.67,clear sky
382,Nyurba,RU,63.2842,118.3319,47.37,98,38,2.86,scattered clouds
383,Nosy Varika,MG,-20.5833,48.5333,68.59,87,0,10.51,clear sky
384,Carbonear,CA,47.7332,-53.2148,63.63,97,100,11.43,light rain
385,Vestmanna,FO,62.1564,-7.1664,50.92,93,100,16.11,overcast clouds
386,Houma,US,29.5958,-90.7195,90.0,78,40,9.22,scattered clouds
387,Aripuana,BR,-9.1667,-60.6333,97.41,30,26,2.48,scattered clouds
388,Roma,US,43.2128,-75.4557,80.73,71,0,11.5,clear sky
389,Yerbogachen,RU,61.2767,108.0108,48.0,99,100,2.71,overcast clouds
390,Khandyga,RU,62.6667,135.6,51.58,96,100,4.23,overcast clouds
391,Huarmey,PE,-10.0681,-78.1522,67.37,68,95,11.25,overcast clouds
392,Mirador,BR,-6.3708,-44.3631,97.65,25,1,6.11,clear sky
393,Darnah,LY,32.767,22.6367,81.19,76,0,15.08,clear sky
394,Abalak,RU,58.1286,68.5944,47.46,86,96,5.55,overcast clouds
395,Loharu,IN,28.45,75.8167,85.51,66,71,8.05,broken clouds
396,Nassau,US,40.7507,-73.5829,89.33,44,20,5.01,few clouds
397,Makambako,TZ,-8.8453,34.823,58.89,65,23,9.46,few clouds
398,Blackfoot,US,43.1905,-112.345,95.05,15,17,1.36,few clouds
399,Sarkand,KZ,45.41,79.9186,56.37,39,0,5.73,clear sky
400,Ambam,CM,2.3833,11.2833,69.46,94,91,3.89,light rain
401,Fort Nelson,CA,58.8053,-122.7002,72.99,53,20,2.3,few clouds
402,Batagay-Alyta,RU,67.8006,130.4114,48.27,82,98,5.32,overcast clouds
403,Sao Felix Do Xingu,BR,-6.6447,-51.995,100.29,19,0,3.31,clear sky
404,Abashiri,JP,44.0213,144.2697,64.94,95,100,13.42,overcast clouds
405,Saint Paul,US,44.9444,-93.0933,80.11,62,40,8.05,scattered clouds
406,Bertoua,CM,4.5833,13.6833,67.3,98,100,1.95,light rain
407,Denpasar,ID,-8.65,115.2167,78.46,88,40,12.66,scattered clouds
408,Lagos De Moreno,MX,21.35,-101.9167,77.29,55,42,3.2,scattered clouds
409,Rocha,UY,-34.4833,-54.3333,49.1,62,9,18.99,clear sky
410,Kamenka,RU,51.3223,42.7678,70.86,52,100,21.83,overcast clouds
411,Mansa,IN,29.9833,75.3833,84.87,66,64,2.59,broken clouds
412,Corinto,GR,37.9407,22.9573,85.89,36,0,1.41,clear sky
413,Schroeder,BR,-26.4125,-49.0731,69.76,97,100,1.48,moderate rain
414,Beckley,US,37.7782,-81.1882,78.69,55,20,5.75,few clouds
415,Belmonte,BR,-15.8631,-38.8828,74.98,68,97,6.76,overcast clouds
416,Eureka,US,40.8021,-124.1637,81.68,88,67,4.0,broken clouds
417,Haines Junction,CA,60.7522,-137.5108,55.35,67,100,0.0,overcast clouds
418,Ambon,ID,-3.6954,128.1814,77.14,88,40,5.75,scattered clouds
419,Hare Bay,CA,48.8499,-54.0148,67.35,97,100,9.37,overcast clouds
420,Gat,IL,31.61,34.7642,80.82,100,0,2.86,clear sky
421,Abeche,TD,13.8292,20.8324,79.47,73,97,3.22,overcast clouds
422,Bemidji,US,47.4736,-94.8803,69.39,100,100,0.0,thunderstorm with heavy rain
423,Camocim,BR,-2.9022,-40.8411,85.42,59,82,17.43,broken clouds
424,Fare,PF,-16.7,-151.0167,77.95,77,25,22.95,scattered clouds
425,Shagamu,NG,6.8432,3.6478,73.96,91,100,4.47,moderate rain
426,Nikki,BJ,9.9401,3.2108,75.06,82,100,4.52,light rain
427,San Quintin,MX,30.4833,-115.95,75.34,75,100,12.97,overcast clouds
428,Marawi,PH,7.9986,124.2928,68.79,93,100,2.26,overcast clouds
429,Katesh,TZ,-4.5167,35.3833,59.67,49,0,6.24,clear sky
430,Karonga,MW,-9.9333,33.9333,71.87,76,7,2.19,clear sky
431,Moron,AR,-34.6534,-58.6198,54.99,42,8,12.75,clear sky
432,Mazagao,BR,-0.115,-51.2894,95.05,40,15,4.21,few clouds
433,Cabedelo,BR,-6.9811,-34.8339,81.27,69,50,17.27,scattered clouds
434,Dayong,CN,25.0209,118.2898,78.64,90,96,1.28,overcast clouds
435,Port-Gentil,GA,-0.7193,8.7815,76.96,78,100,8.05,overcast clouds
436,Primorsk,UA,46.7348,36.3443,77.04,71,70,6.76,broken clouds
437,Colares,PT,38.7992,-9.4469,82.08,38,0,20.71,clear sky
438,Honningsvag,NO,70.9821,25.9704,51.55,71,20,0.0,few clouds
439,Kavaratti,IN,10.5669,72.642,81.23,79,100,11.45,overcast clouds
440,Leh,IN,34.1667,77.5833,68.45,37,2,4.79,clear sky
441,Berlevag,NO,70.8578,29.0864,51.6,66,11,2.3,few clouds
442,Coquimbo,CL,-29.9533,-71.3436,63.34,61,0,8.66,clear sky
443,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,86.52,62,100,1.77,overcast clouds
444,Ulladulla,AU,-35.35,150.4667,56.64,64,100,8.66,overcast clouds
445,Avera,US,33.194,-82.5271,84.54,57,91,5.06,overcast clouds
446,Plouzane,FR,48.3833,-4.6167,64.72,100,100,11.5,mist
447,Nago,JP,26.5881,127.9761,85.05,83,63,12.82,broken clouds
448,Moerai,PF,-22.4333,-151.3333,74.53,81,100,15.46,light rain
449,Makakilo City,US,21.3469,-158.0858,80.19,73,0,10.36,clear sky
450,Xai-Xai,MZ,-25.0519,33.6442,69.06,87,3,10.38,clear sky
451,Buchanan,LR,5.8808,-10.0467,76.19,78,96,7.18,overcast clouds
452,Chenghai,CN,23.4632,116.768,82.31,89,40,4.47,scattered clouds
453,Markala,ML,13.7021,-6.0659,82.15,69,100,7.11,overcast clouds
454,Saint George,US,37.1041,-113.5841,88.95,41,0,8.05,clear sky
455,Gornopravdinsk,RU,60.05,69.9,48.49,91,100,4.65,overcast clouds
456,Marsabit,KE,2.3284,37.9899,70.21,40,100,17.27,overcast clouds
457,Nuevo Progreso,MX,23.1667,-97.95,98.55,40,1,3.0,clear sky
458,Macieira De Cambra,PT,40.8594,-8.3734,74.19,43,7,3.94,clear sky
459,Tieling,CN,42.2931,123.8414,68.83,94,100,15.08,moderate rain
460,Hovd,MN,48.0056,91.6419,55.36,30,100,4.05,overcast clouds
461,Kayes,ML,14.0,-11.0,77.68,86,100,5.61,light rain
462,Trat,TH,12.5,102.5,82.87,91,100,0.38,overcast clouds
463,Abastumani,GE,41.7075,42.8457,63.45,90,3,2.15,clear sky
464,Samarai,PG,-10.6167,150.6667,75.81,60,88,9.24,overcast clouds
465,Marrakesh,MA,31.6315,-8.0083,100.47,20,0,3.44,clear sky
466,Lazaro Cardenas,MX,17.9583,-102.2,88.23,58,13,10.67,few clouds
467,Bhatapara,IN,21.7333,81.9333,80.24,82,100,6.98,light rain
468,Mehran,IR,33.1222,46.1646,100.35,8,0,12.39,clear sky
469,Virginia Beach,US,36.8529,-75.978,87.04,60,40,9.22,scattered clouds
470,Dezful,IR,32.3811,48.4058,102.29,12,0,4.23,clear sky
471,Batagay,RU,67.6333,134.6333,53.26,81,80,0.4,broken clouds
472,Okhotsk,RU,59.3833,143.3,55.02,95,100,40.4,light rain
473,Acarau,BR,-2.8856,-40.12,83.37,60,100,19.04,overcast clouds
474,Telimele,GN,10.9167,-13.3333,72.1,97,97,3.67,light rain
475,Myingyan,MM,21.4667,95.3833,79.83,77,44,11.63,scattered clouds
476,Severo-Yeniseyskiy,RU,60.3725,93.0408,43.83,97,53,2.55,broken clouds
477,Dryden,CA,49.7833,-92.7503,79.09,61,40,3.44,scattered clouds
478,Kulhudhuffushi,MV,6.6221,73.07,80.87,77,13,7.0,few clouds
479,Eagle Pass,US,28.7091,-100.4995,96.28,52,0,0.0,clear sky
480,Ratnagiri,IN,16.9833,73.3,78.03,90,47,6.22,scattered clouds
481,Bentiu,SS,9.2333,29.8333,73.24,94,100,4.12,light rain
482,Sayyan,YE,15.1718,44.3244,63.36,68,93,4.18,overcast clouds
483,Kitimat,CA,54.0524,-128.6534,76.91,49,2,3.44,clear sky
484,Katobu,ID,-4.9408,122.5276,71.56,88,11,4.34,few clouds
485,Iquitos,PE,-3.7481,-73.2472,91.44,58,75,5.75,broken clouds
486,Batemans Bay,AU,-35.7167,150.1833,54.1,69,100,5.39,overcast clouds
487,Pocone,BR,-16.2567,-56.6228,74.05,79,75,16.71,heavy intensity rain
488,Bilma,NE,18.6853,12.9164,99.3,12,10,14.2,clear sky
489,Taoudenni,ML,22.6783,-3.9836,104.04,21,12,5.77,few clouds
490,Bintulu,MY,3.1667,113.0333,77.41,88,40,5.01,scattered clouds
491,Teluknaga,ID,-6.0989,106.6381,81.63,74,20,6.91,few clouds
492,Portland,US,45.5234,-122.6762,88.7,59,75,0.0,broken clouds
493,Serenje,ZM,-13.2325,30.2352,59.92,54,5,3.91,clear sky
494,Ponta Delgada,PT,37.7333,-25.6667,74.12,60,75,9.22,broken clouds
495,The Valley,AI,18.217,-63.0578,87.66,70,20,14.97,few clouds
496,Vao,NC,-22.6667,167.4833,68.0,58,5,11.03,clear sky
497,Ardakan,IR,32.31,54.0175,83.03,9,0,5.19,clear sky
498,Nabire,ID,-3.3667,135.4833,75.07,91,100,2.19,overcast clouds
499,Tecoanapa,MX,16.5167,-98.75,85.8,68,100,9.48,overcast clouds
500,Tessalit,ML,20.1986,1.0114,92.19,33,52,14.25,light rain
501,Oksfjord,NO,70.2396,22.3479,54.0,72,26,7.47,scattered clouds
502,Marabba,SD,12.35,32.1833,80.01,73,100,11.65,overcast clouds
503,Kelowna,CA,49.8831,-119.4857,90.75,31,0,3.44,clear sky
504,Bartica,GY,6.4,-58.6167,88.12,58,36,3.94,scattered clouds
505,Egvekinot,RU,66.3167,-179.1667,38.14,69,34,8.01,scattered clouds
506,Urucara,BR,-2.5364,-57.76,99.84,25,1,4.34,clear sky
507,Yantal,RU,56.8471,105.2542,48.29,97,100,10.11,light rain
508,Elko,US,41.0002,-115.5012,74.73,45,100,5.99,overcast clouds
509,Seymchan,RU,62.8833,152.4333,50.92,86,100,4.56,overcast clouds
510,Tornio,FI,65.8481,24.1466,57.22,81,100,6.06,overcast clouds
511,Goedereede,NL,51.8175,3.9806,73.98,73,7,4.94,clear sky
512,Luohe,CN,33.5717,114.0353,84.49,67,100,6.38,overcast clouds
513,Bria,CF,6.5423,21.9863,69.12,98,59,3.87,light rain
514,Pontianak,ID,-0.0333,109.3333,78.78,94,100,1.14,overcast clouds
515,Rawah,IQ,34.4816,41.9093,93.58,17,0,6.8,clear sky
516,Nampula,MZ,-15.1165,39.2666,71.55,78,0,11.5,clear sky
517,Gubkinskiy,RU,64.434,76.5026,49.73,86,100,14.27,overcast clouds
518,Hammerfest,NO,70.6634,23.6821,48.65,93,0,10.36,clear sky
519,Huanan,CN,46.2167,130.5167,65.64,98,100,2.98,light rain
520,Hirado,JP,33.3597,129.5531,76.39,85,28,8.1,scattered clouds
521,Zakopane,PL,49.299,19.9489,75.63,76,5,4.85,clear sky
522,Port Augusta,AU,-32.5,137.7667,44.49,87,0,5.39,clear sky
523,Camacha,PT,33.0833,-16.3333,69.22,68,75,13.8,broken clouds
524,Fukue,JP,32.6881,128.8419,81.79,84,12,7.47,few clouds
525,Dibulla,CO,11.2725,-73.3091,93.18,45,1,12.68,clear sky
526,Cabo San Lucas,MX,22.8909,-109.9124,93.61,66,20,5.75,few clouds
527,Derzhavinsk,KZ,51.1,66.3167,56.93,44,100,12.91,overcast clouds
528,Sakakah,SA,29.9697,40.2064,103.57,16,6,2.3,clear sky
529,Soria,ES,41.6667,-2.6667,64.11,61,13,8.97,few clouds
530,Santa Helena De Goias,BR,-17.8136,-50.5969,94.12,17,1,14.16,clear sky
531,Kroya,ID,-7.6331,109.2461,75.56,91,40,8.84,scattered clouds
532,Ngorongoro,TZ,-3.2397,35.4875,53.08,48,14,3.42,few clouds
533,Akdagmadeni,TR,39.6603,35.8836,63.93,80,1,5.21,clear sky
534,Nexo,DK,55.0607,15.1306,75.29,83,100,11.81,overcast clouds
535,Progreso,MX,21.2833,-89.6667,86.11,62,91,14.25,overcast clouds
536,Umm Lajj,SA,25.0213,37.2685,90.84,51,0,5.48,clear sky
537,Kumo,NG,10.0447,11.2122,70.34,94,93,9.24,overcast clouds
538,Ukiah,US,39.1502,-123.2078,100.36,25,0,0.0,clear sky
539,Mayo,US,38.8876,-76.5119,87.08,55,40,5.75,scattered clouds
540,Wanaka,NZ,-44.7,169.15,47.68,86,83,4.9,broken clouds
541,Dinghai,CN,26.2847,119.7936,81.52,87,99,6.42,overcast clouds
542,La Ronge,CA,55.1001,-105.2842,73.65,53,20,3.44,few clouds
543,Okha,RU,53.5739,142.9478,62.65,89,100,13.22,overcast clouds
544,Staraya Russa,RU,57.9944,31.3608,68.85,64,87,5.55,overcast clouds
545,Dzaoudzi,YT,-12.7887,45.2699,75.09,78,100,4.61,overcast clouds
546,Arandis,NA,-22.4167,14.9667,50.38,70,81,3.13,broken clouds
547,Mayabon,PH,9.0961,123.1738,78.78,87,100,5.06,overcast clouds
548,San Pedro,PH,14.35,121.0167,78.35,93,20,2.3,few clouds
549,Black Diamond,US,47.3087,-122.0032,86.25,55,100,4.9,overcast clouds
550,Winfield,US,37.2398,-96.9956,85.44,41,40,3.44,scattered clouds
551,Kenitra,MA,34.261,-6.5802,75.96,73,0,8.05,clear sky
552,Quatre Cocos,MU,-20.2078,57.7625,70.09,76,0,12.01,clear sky
553,Ushtobe,KZ,45.2514,77.9838,61.41,37,4,6.53,clear sky
554,Stara Vyzhivka,UA,51.4376,24.44,71.87,67,78,1.32,broken clouds
555,Eucaliptus,BO,-17.5833,-67.5167,53.82,5,0,3.83,clear sky
556,Vindeby,DK,55.0449,10.6131,68.63,84,0,4.54,clear sky
557,Rincon,US,32.296,-81.2354,84.94,61,100,0.0,overcast clouds
558,Akdepe,TM,42.0551,59.3788,73.49,28,0,13.6,clear sky
559,Kumbo,CM,6.2,10.6667,59.36,98,100,1.03,moderate rain
560,Bara,NG,10.3744,10.7288,71.02,94,100,8.19,overcast clouds
561,Belaya Gora,RU,68.5333,146.4167,50.72,86,12,7.2,few clouds
562,Buraydah,SA,26.326,43.975,99.05,9,5,9.73,clear sky
563,Kos,GR,36.8933,27.2889,85.44,61,0,12.57,clear sky
564,Ilhabela,BR,-23.7781,-45.3581,75.33,68,5,8.72,clear sky
565,Muros,ES,42.7762,-9.0603,75.69,72,10,11.65,clear sky
566,Petrovskoye,RU,57.0104,39.2693,64.06,60,4,8.05,clear sky
567,Waddan,LY,29.1614,16.139,93.52,23,0,17.96,clear sky
568,Semporna,MY,4.4818,118.6112,78.42,84,31,6.38,scattered clouds
569,Bjornevatn,NO,69.6672,29.9847,53.94,71,75,6.91,broken clouds
570,Popondetta,PG,-8.7537,148.2534,70.75,89,83,0.4,broken clouds
571,Taloqan,AF,36.7361,69.5345,78.08,22,1,3.2,clear sky
572,Antalaha,MG,-14.9003,50.2788,68.68,91,90,6.49,light rain
573,Jacareacanga,BR,-6.2222,-57.7528,103.19,20,5,2.62,clear sky
574,Bonnyville,CA,54.2668,-110.735,80.4,38,12,3.31,few clouds
575,San Jeronimo,PE,-11.9472,-75.2829,67.96,22,36,4.0,scattered clouds
576,Ust-Omchug,RU,61.15,149.6333,52.12,95,100,3.8,overcast clouds
577,Rochester,US,43.1548,-77.6156,84.61,52,75,13.8,broken clouds
578,Khatassy,RU,61.9036,129.6383,51.78,95,10,3.42,clear sky
579,La Crosse,US,43.8014,-91.2396,78.71,78,0,10.36,clear sky
580,Nanakuli,US,21.3906,-158.1547,84.15,61,0,3.44,clear sky
581,Shenjiamen,CN,29.9576,122.298,81.09,92,100,20.92,overcast clouds
582,Tecpan,GT,14.7623,-90.9947,62.89,88,96,3.27,overcast clouds
583,Puro,PH,12.4841,123.3827,79.45,81,100,2.68,overcast clouds
584,Cocula,MX,20.3652,-103.8222,83.07,46,96,2.17,overcast clouds
585,Thinadhoo,MV,0.5333,72.9333,81.97,77,100,10.69,overcast clouds
586,Ambovombe,MG,-25.1667,46.0833,67.68,74,76,6.69,broken clouds
587,Nador,MA,35.174,-2.9287,82.47,47,0,4.61,clear sky
588,Merauke,ID,-8.4667,140.3333,73.35,74,54,13.69,broken clouds
589,Murgab,TM,37.4966,61.9714,78.67,29,0,6.91,clear sky
590,Tarko-Sale,RU,64.9225,77.785,49.8,90,100,11.45,overcast clouds
591,Asosa,ET,10.0667,34.5333,60.46,97,100,2.46,light rain
592,San Ramon,US,37.7799,-121.978,89.82,46,0,7.0,clear sky
593,Anori,BR,-3.7728,-61.6442,98.06,32,88,4.23,overcast clouds
594,Turayf,SA,31.6725,38.6637,95.25,23,0,9.22,clear sky
595,Finnsnes,NO,69.2296,17.9811,56.01,68,60,5.35,broken clouds
596,Xam Nua,LA,20.4197,104.0439,66.58,98,100,2.01,overcast clouds
597,Goderich,CA,43.7501,-81.7165,73.72,73,3,6.91,clear sky
598,Zeya,RU,53.75,127.2667,49.64,91,0,3.09,clear sky
599,Valparaiso,CL,-33.0393,-71.6273,71.24,44,0,13.8,clear sky
600,Soverato,IT,38.685,16.5499,87.15,67,0,2.39,clear sky
601,Kailua,US,21.4022,-157.7394,84.18,76,40,9.22,scattered clouds
602,Kishi,NG,9.0833,3.85,73.06,90,100,2.33,moderate rain
603,Renqiu,CN,38.6989,116.0936,75.65,97,77,5.79,broken clouds
604,Lincoln,US,40.8,-96.667,87.3,47,0,10.36,clear sky
605,Lusambo,CD,-4.9667,23.45,73.18,69,15,1.07,few clouds
606,Nuuk,GL,64.1835,-51.7216,52.41,62,20,6.91,few clouds
607,Nelson,NZ,-41.2833,173.2833,58.28,100,100,1.01,overcast clouds
608,Nocrich,RO,45.9,24.45,73.27,53,75,1.77,broken clouds
609,Diphu,IN,25.8333,93.4333,78.66,89,27,1.66,scattered clouds
610,Baykit,RU,61.67,96.37,46.87,90,45,4.38,scattered clouds
611,Rio Gallegos,AR,-51.6226,-69.2181,46.45,49,0,8.05,clear sky
612,Mount Pleasant,US,32.7941,-79.8626,81.0,83,75,12.66,broken clouds
613,Morristown,US,36.214,-83.2949,83.91,51,0,6.91,clear sky
614,Samana,DO,19.2056,-69.3369,88.02,70,40,9.22,scattered clouds
615,Kuybysheve,UA,47.358,36.6491,72.82,60,51,5.21,broken clouds
616,Xuanwu,CN,32.069,118.8138,87.75,75,77,4.18,broken clouds
617,Borba,BR,-4.3878,-59.5939,99.9,28,82,3.94,broken clouds
618,Rodniki,RU,57.1051,41.7305,63.01,67,7,7.43,clear sky
619,Yafran,LY,32.0633,12.5286,94.23,14,52,11.77,broken clouds
620,Seydi,TM,39.4816,62.9137,78.08,14,0,12.57,clear sky
621,Arlit,NE,18.7369,7.3853,101.95,8,0,12.8,clear sky
622,Qandala,SO,11.472,49.8728,88.43,59,19,4.72,few clouds
623,Aksu,CN,41.1231,80.2644,73.33,55,3,6.35,clear sky
624,Sept-Iles,CA,50.2001,-66.3821,63.12,92,100,13.8,mist
625,Sao Domingos,BR,-13.3983,-46.3183,91.17,16,5,3.15,clear sky
626,Kathmandu,NP,27.7167,85.3167,73.62,94,75,4.61,broken clouds
627,Dinahican,PH,14.7167,121.7167,79.86,84,100,6.35,overcast clouds
628,Zharkent,KZ,44.1628,80.0,62.73,25,2,2.51,clear sky
629,Coihueco,CL,-36.6167,-71.8333,54.34,54,0,16.11,clear sky
630,Limon,CR,10.0,-83.0333,89.06,66,0,10.36,clear sky
631,Baijiantan,CN,45.6333,85.1833,72.63,19,0,8.97,clear sky
632,Praya,CV,14.9215,-23.5087,82.94,65,20,16.11,few clouds
633,Gualeguay,AR,-33.1416,-59.3097,56.08,24,5,14.9,clear sky
634,Ostersund,SE,63.1792,14.6357,55.85,100,75,10.36,broken clouds
635,Acapulco,MX,16.8634,-99.8901,87.62,70,20,0.0,few clouds
636,Griffith,US,41.5284,-87.4237,85.14,51,100,8.05,overcast clouds
637,Pires Do Rio,BR,-17.2997,-48.2794,91.36,16,0,8.12,clear sky
638,Bam,IR,29.106,58.357,86.92,10,100,8.75,overcast clouds
639,Tabas,IR,33.5959,56.9244,86.27,13,0,9.91,clear sky
640,Matay,EG,28.419,30.7792,90.01,23,0,7.29,clear sky
641,Barra Do Garcas,BR,-15.89,-52.2567,100.98,23,0,9.22,clear sky
642,Araouane,ML,18.9048,-3.5265,87.67,49,82,1.36,broken clouds
643,Nizhniy Kuranakh,RU,58.8353,125.4869,45.93,97,52,4.41,broken clouds
644,Tolaga Bay,NZ,-38.3667,178.3,60.66,84,100,11.56,light rain
645,Homer,US,59.6425,-151.5483,53.8,72,100,5.99,overcast clouds
646,Jasper,US,37.2001,-94.3502,85.98,48,75,6.91,broken clouds
647,Horsham,GB,51.064,-0.3272,76.66,69,20,10.36,few clouds
648,Usakos,NA,-22.0,15.6,54.75,49,79,5.73,broken clouds
649,Bom Jardim,BR,-7.7958,-35.5872,74.1,71,69,12.71,broken clouds
650,Yanji,CN,42.9075,129.5078,66.18,93,100,2.68,overcast clouds
651,Jalu,LY,29.0331,21.5482,89.31,30,0,12.95,clear sky
652,Altoona,US,40.5187,-78.3947,82.81,50,23,4.0,few clouds
653,Rock Springs,US,41.5875,-109.2029,84.24,22,20,8.05,few clouds
654,Visnes,NO,59.3556,5.2242,59.22,63,0,8.05,clear sky
655,Krasnogvardeyskiy,RU,57.3793,62.3195,46.31,93,92,3.29,overcast clouds
656,Aberdeen,GB,57.1437,-2.0981,66.54,81,75,6.91,broken clouds
657,Southampton,GB,50.904,-1.4043,71.76,74,40,11.5,scattered clouds
658,Umm Bab,QA,25.2142,50.8072,95.9,44,10,7.4,clear sky
659,Bushehr,IR,28.9684,50.8385,93.29,59,0,6.91,clear sky
660,Mwaya,TZ,-9.55,33.95,71.76,65,9,1.74,clear sky
661,Boende,CD,-0.2167,20.8667,72.81,85,100,1.88,overcast clouds
662,Koslan,RU,63.4564,48.8989,67.84,72,100,4.56,overcast clouds
663,The Pas,CA,53.8251,-101.2541,77.02,57,0,8.05,clear sky
664,Trairi,BR,-3.2778,-39.2689,82.62,61,100,14.27,overcast clouds
665,Guira De Melena,CU,22.7906,-82.5053,91.92,48,22,6.4,few clouds
666,Danilovka,RU,50.3557,44.1168,68.77,66,100,24.56,overcast clouds
667,Boralday,KZ,43.3578,76.8594,62.46,31,20,4.47,few clouds
668,Udachnyy,RU,66.4167,112.4,43.45,100,100,19.69,overcast clouds
669,Hofn,IS,64.2539,-15.2082,48.7,95,100,12.15,overcast clouds
